product_id,sku,name,category,subcategory,current_price,currency,is_discontinued,introduced_dt,discontinued_dt
106,SKU-Z00-00,Ullam,Electronics,Sub2,702.48,AUD,False,2010-09-20,
107,SKU-00A0ZZ,Unde,Home,Sub1,N/A,AUD,False,2012-10-15,
108,SKU-Z99A--,Perspiciatis,Home,Sub1,321.9,AUD,False,2011-06-23,
109,SKU-AAZ---,Incidunt,Sports,Sub3,651.55,AUD,False,2023-03-29,
110,SKU-9-0-A0,Ratione,Sports,Sub3,490.11,AUD,False,2020-11-17,
111,SKU-ZZ--0-,Quae,Sports,Sub3,451.61,AUD,True,2015-12-04,2017-02-14
112,SKU----AA0,Nisi,Home,Sub1,842.62,AUD,False,2010-08-13,
113,SKU-A--Z99,Reiciendis,Home,Sub3,N/A,AUD,False,2022-01-21,
114,SKU--Z-A0A,Vero,Clothing,Sub3,881.38,AUD,False,2021-07-05,
115,SKU-Z0-A0-,Animi,Clothing,Sub2,327.0,AUD,False,2014-01-13,
116,SKU-0-ZA-A,Dolores,Sports,Sub3,594.53,AUD,False,2023-06-16,
117,SKU-00--9-,Placeat,Sports,Sub1,237.04,AUD,False,2011-12-26,
118,SKU-AZ-090,Officia,Sports,Sub1,383.61,AUD,False,2020-04-28,
119,SKU-0Z9-A9,Inventore,Sports,Sub3,936.2,AUD,False,2015-12-17,
120,SKU--0-ZAA,Molestiae,Sports,Sub2,934.08,AUD,False,2015-06-15,
121,SKU----A--,Ipsam,Sports,Sub2,881.53,AUD,False,2015-10-19,
122,SKU-0-A---,Harum,Home,Sub3,0.0,AUD,False,2015-07-27,
123,SKU-0--99-,Voluptate,Home,Sub2,348.31,AUD,False,2010-12-25,
124,SKU-90ZA--,Quibusdam,Home,Sub3,269.56,AUD,False,2019-08-15,
125,SKU-9-AAZZ,Sequi,Clothing,Sub3,489.4,AUD,False,2011-06-20,
126,SKU----9-Z,Sit,Home,Sub2,154.01,AUD,False,2019-12-07,
127,SKU--A---Z,Laborum,Sports,Sub3,543.02,AUD,False,2015-08-02,
128,SKU-Z0--0-,Illo,Electronics,Sub1,979.11,AUD,False,2011-02-08,
129,SKU-9--9--,Repellendus,Electronics,Sub2,54.04,AUD,False,2020-08-22,
130,SKU-9A-9--,Praesentium,Home,Sub2,976.11,AUD,False,2012-03-30,
131,SKU-0-0AAZ,Ratione,Sports,Sub2,584.56,AUD,False,2016-07-30,
132,SKU-9Z9-0-,Suscipit,Sports,Sub2,269.51,AUD,True,2016-12-20,2019-01-03
133,SKU-0-0AZ-,In,Home,Sub2,807.21,AUD,True,2012-12-07,2014-07-26
134,SKU--0900-,Magnam,Electronics,Sub3,607.61,AUD,False,2011-03-16,
135,SKU-9A---0,Tenetur,Sports,Sub1,483.58,AUD,False,2016-12-19,
136,SKU-AA0A-Z,Est,Sports,Sub1,N/A,AUD,False,2021-08-06,
137,SKU-A-A-A0,Voluptates,Home,Sub2,136.57,AUD,False,2013-11-17,
138,SKU-90A-Z0,Enim,Clothing,Sub3,920.33,AUD,True,2021-11-10,2023-07-17
139,SKU-9-Z00Z,Est,Clothing,Sub2,639.2,AUD,False,2015-12-09,
140,SKU---A-99,Natus,Home,Sub3,N/A,AUD,False,2018-03-29,
141,SKU-9-A-Z0,Soluta,Electronics,Sub2,541.89,AUD,False,2021-01-07,
142,SKU-9-0-0Z,Reiciendis,Electronics,Sub2,834.28,AUD,False,2013-10-22,
143,SKU-9AA9-Z,Facilis,Clothing,Sub2,717.61,AUD,False,2018-09-03,
144,SKU-Z9----,Sequi,Sports,Sub2,0.0,AUD,False,2018-11-21,
145,SKU--AZ0-Z,Consequuntur,Home,Sub3,433.22,AUD,False,2014-09-19,
146,SKU--0-A-0,Expedita,Home,Sub3,599.8,AUD,False,2020-03-28,
147,SKU--9-00-,Occaecati,Sports,Sub1,985.43,AUD,False,2012-12-24,
148,SKU--09ZZ0,Minus,Clothing,Sub3,183.28,AUD,False,2014-07-27,
149,SKU------0,Pariatur,Clothing,Sub1,0.0,AUD,False,2022-09-16,
150,SKU-9A----,Necessitatibus,Electronics,Sub1,24.75,AUD,False,2010-01-18,
151,SKU-0-0009,Facere,Clothing,Sub2,130.49,AUD,False,2016-08-17,
152,SKU-A0A-Z9,Earum,Sports,Sub2,94.2,AUD,False,2011-01-24,
153,SKU--0-Z-9,Quae,Sports,Sub2,0.0,AUD,False,2010-05-19,
154,SKU-ZA-9ZZ,Ipsam,Sports,Sub2,0.0,AUD,False,2018-09-30,
155,SKU-A9Z0AA,Explicabo,Electronics,Sub2,11.57,AUD,False,2017-04-07,
156,SKU-Z---A0,Veritatis,Sports,Sub3,552.75,AUD,False,2013-02-27,
157,SKU---9-0-,Unde,Electronics,Sub2,562.45,AUD,False,2022-09-09,
158,SKU-909-9-,Occaecati,Sports,Sub1,459.0,AUD,True,2020-03-12,2025-06-30
159,SKU-A9A---,Recusandae,Home,Sub1,309.7,AUD,True,2010-02-17,2014-09-02
160,SKU-ZZ0-ZA,Neque,Sports,Sub3,674.25,AUD,False,2016-08-28,
161,SKU--9-AA9,Voluptatem,Sports,Sub2,441.39,AUD,False,2013-02-28,
162,SKU--0-A9A,Mollitia,Electronics,Sub2,353.15,AUD,False,2020-11-26,
163,SKU---0A--,Sed,Home,Sub2,59.28,AUD,False,2014-12-04,
164,SKU--Z-A-0,Sapiente,Electronics,Sub1,614.92,AUD,False,2016-04-12,
165,SKU---A9-0,Facilis,Home,Sub1,425.49,AUD,False,2022-03-01,
166,SKU-AAZ-09,Suscipit,Electronics,Sub2,614.31,AUD,False,2012-06-13,
167,SKU-A9-90A,Reprehenderit,Home,Sub3,42.5,AUD,True,2019-08-26,2023-04-02
168,SKU-9AZ09A,Architecto,Sports,Sub2,234.73,AUD,False,2022-09-23,
169,SKU---Z-0-,In,Clothing,Sub2,419.29,AUD,False,2021-07-18,
170,SKU-A-Z-9-,Vero,Clothing,Sub3,776.94,AUD,False,2019-01-17,
171,SKU-A--9Z0,Nostrum,Sports,Sub2,919.21,AUD,False,2011-05-11,
172,SKU--9A000,Voluptate,Home,Sub1,931.64,AUD,False,2022-04-10,
173,SKU-900ZZ-,Sint,Sports,Sub2,N/A,AUD,False,2011-02-15,
174,SKU-Z0ZA-Z,Officiis,Home,Sub1,19.64,AUD,True,2017-06-23,2022-10-22
175,SKU-0999ZA,Quasi,Sports,Sub1,996.81,AUD,False,2021-05-20,
176,SKU-9A-Z-Z,Nisi,Clothing,Sub2,33.56,AUD,False,2018-04-27,
177,SKU-AA9-9Z,Nemo,Electronics,Sub1,901.1,AUD,False,2011-05-03,
178,SKU-0AAZ9A,Sint,Home,Sub1,891.69,AUD,False,2019-10-29,
179,SKU--0A0-9,Vero,Electronics,Sub1,914.32,AUD,False,2011-06-23,
180,SKU---9Z0Z,Tenetur,Clothing,Sub2,N/A,AUD,False,2010-09-15,
181,SKU--A9-ZA,Eius,Home,Sub2,990.58,AUD,False,2013-11-28,
182,SKU-ZZ--9-,Itaque,Electronics,Sub3,N/A,AUD,False,2022-12-15,
183,SKU-A0-0-A,Itaque,Sports,Sub3,53.65,AUD,False,2015-06-03,
184,SKU-Z-999-,Beatae,Sports,Sub1,30.31,AUD,False,2020-04-13,
185,SKU-9-Z-ZA,Sint,Clothing,Sub2,319.97,AUD,False,2018-10-10,
186,SKU-Z---0A,Necessitatibus,Electronics,Sub3,857.45,AUD,True,2010-09-19,2014-03-12
187,SKU-09AZ-A,Magni,Sports,Sub2,159.95,AUD,False,2011-12-26,
188,SKU-0A---Z,Ullam,Sports,Sub2,569.94,AUD,False,2013-11-01,
189,SKU---A-00,Soluta,Sports,Sub2,360.19,AUD,False,2015-09-27,
190,SKU-9-A-0A,Cumque,Clothing,Sub1,555.22,AUD,False,2019-09-05,
191,SKU-9-A9-9,Quod,Electronics,Sub1,689.53,AUD,False,2019-09-24,
192,SKU--0--ZZ,Doloremque,Electronics,Sub2,469.11,AUD,False,2013-10-03,
193,SKU-AA-Z9-,Harum,Clothing,Sub3,163.03,AUD,False,2020-10-03,
194,SKU-ZAZAZ9,Consequatur,Clothing,Sub3,63.43,AUD,False,2016-08-09,
195,SKU-Z--A9-,Ducimus,Electronics,Sub1,733.83,AUD,False,2021-10-09,
196,SKU--9-Z0-,Recusandae,Clothing,Sub1,637.7,AUD,False,2016-03-19,
197,SKU-900Z--,Laborum,Home,Sub1,0.0,AUD,False,2019-05-17,
198,SKU-9A-Z00,Adipisci,Clothing,Sub1,403.9,AUD,False,2022-01-19,
199,SKU--A9-9A,Laboriosam,Clothing,Sub1,612.04,AUD,False,2013-07-27,
200,SKU--ZZ9-A,Quisquam,Sports,Sub2,90.35,AUD,False,2012-08-28,
201,SKU--A-0ZA,Assumenda,Sports,Sub2,703.42,AUD,False,2011-11-21,
202,SKU-ZZA-ZZ,Nemo,Clothing,Sub3,688.01,AUD,False,2014-03-25,
203,SKU-9A0-ZZ,Tenetur,Electronics,Sub2,391.49,AUD,False,2012-08-20,
204,SKU-0-Z9--,Tempore,Sports,Sub3,519.54,AUD,False,2010-11-18,
205,SKU--99A0-,Possimus,Clothing,Sub3,575.18,AUD,False,2014-12-13,
206,SKU-Z90Z--,Consequuntur,Clothing,Sub1,268.13,AUD,False,2010-10-12,
207,SKU--90ZA9,Corporis,Home,Sub2,472.24,AUD,False,2022-08-23,
208,SKU-9Z-090,Vero,Sports,Sub2,568.67,AUD,False,2016-01-28,
209,SKU-0A90--,Quis,Home,Sub3,376.24,AUD,False,2010-03-06,
210,SKU-ZZ0A--,Hic,Electronics,Sub2,845.8,AUD,False,2015-05-17,
211,SKU-9-Z--Z,Rerum,Clothing,Sub1,293.06,AUD,False,2015-12-10,
212,SKU-ZZAZ-0,Veniam,Electronics,Sub3,772.62,AUD,False,2010-05-29,
213,SKU-A-9099,Explicabo,Home,Sub1,553.49,AUD,True,2022-06-29,2024-05-04
214,SKU--9Z-9Z,Voluptatibus,Electronics,Sub2,653.98,AUD,False,2011-02-03,
215,SKU---999A,Quidem,Sports,Sub2,450.26,AUD,False,2022-12-13,
216,SKU-Z--009,Minus,Sports,Sub3,633.01,AUD,False,2013-06-03,
217,SKU-AZZ9A-,Sint,Home,Sub1,685.59,AUD,False,2011-06-23,
218,SKU-0-09AZ,Natus,Sports,Sub1,225.44,AUD,False,2011-12-13,
219,SKU-A-0--A,Dicta,Sports,Sub1,723.64,AUD,False,2014-03-08,
220,SKU-Z9Z--Z,Blanditiis,Clothing,Sub3,696.29,AUD,False,2015-02-02,
221,SKU-ZZ---A,Adipisci,Sports,Sub2,432.55,AUD,False,2010-10-12,
222,SKU---AA0A,Modi,Electronics,Sub1,207.9,AUD,True,2010-04-26,2013-05-06
223,SKU-90ZA--,Rerum,Home,Sub3,498.07,AUD,False,2019-10-02,
224,SKU--0ZZ00,Voluptatum,Electronics,Sub3,982.65,AUD,False,2013-08-15,
225,SKU-ZAZ-Z-,Ut,Clothing,Sub3,958.77,AUD,False,2018-06-16,
226,SKU-AZZ09-,Odit,Home,Sub1,278.84,AUD,False,2021-01-11,
227,SKU-9A--0Z,Ipsam,Sports,Sub3,889.59,AUD,True,2018-08-23,2019-11-23
228,SKU--A-Z90,Laudantium,Home,Sub2,284.08,AUD,False,2018-02-09,
229,SKU-9AA9--,Iste,Electronics,Sub3,N/A,AUD,False,2016-02-04,
230,SKU-99--0A,Odio,Clothing,Sub1,193.01,AUD,False,2010-01-05,
231,SKU--0A-9Z,Eius,Clothing,Sub3,98.91,AUD,False,2014-07-12,
232,SKU-0-0-0-,Saepe,Clothing,Sub1,173.32,AUD,False,2020-11-07,
233,SKU-9--0-0,Doloremque,Home,Sub1,426.15,AUD,False,2014-08-31,
234,SKU-90ZA-A,Vitae,Electronics,Sub2,133.44,AUD,True,2012-09-18,2016-04-10
235,SKU-ZAZ00Z,Doloremque,Sports,Sub2,11.18,AUD,False,2022-08-03,
236,SKU-ZZ00-9,Laboriosam,Home,Sub2,885.97,AUD,True,2014-07-08,2016-12-13
237,SKU-A9AZAZ,Eos,Sports,Sub3,47.26,AUD,False,2016-02-10,
238,SKU--A900A,Odio,Sports,Sub3,213.83,AUD,False,2023-04-25,
239,SKU-ZA-Z-A,Et,Home,Sub3,242.42,AUD,True,2017-01-16,2020-10-04
240,SKU----Z0-,Saepe,Clothing,Sub2,972.65,AUD,False,2016-07-21,
241,SKU-A9AZ-Z,Quo,Sports,Sub2,945.3,AUD,False,2022-12-21,
242,SKU-0Z--AZ,Vitae,Sports,Sub3,N/A,AUD,False,2012-11-17,
243,SKU-----99,Dolore,Sports,Sub1,17.9,AUD,False,2022-10-22,
244,SKU-A9A0-A,Repellendus,Home,Sub2,633.99,AUD,False,2018-04-24,
245,SKU-A-A---,Dolor,Electronics,Sub1,387.69,AUD,True,2015-01-05,2018-06-18
246,SKU---AZA9,Nobis,Home,Sub3,598.96,AUD,False,2023-01-23,
247,SKU-A-90A0,Commodi,Sports,Sub2,557.02,AUD,False,2017-05-04,
248,SKU----A-A,Reiciendis,Electronics,Sub1,413.32,AUD,False,2013-01-16,
249,SKU-0-Z-ZZ,Quas,Sports,Sub3,456.25,AUD,False,2021-04-25,
